LABEL,TEXT,URL,EMAIL,PHONE
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",No,No,No
smishing,Dear Customer with reference to the Service request no XXXXXXXX on your Airtel Mobile the unregistered telemarketer belongs to other operator and we have receive a response that it be not a telemarketer If you be not satisfy with the resolution contact XXX or Appellate to raise an appeal,No,No,No
smishing,pay your electricity bill with vodafone mpesa and get  cash backcall  to know more,No,No,No
spam,cetpa offering training in autocad catia proecreo soildworks ansys staadp and get  discount valid till  novembercall,No,No,No
smishing,ongrats HiteshGupta.. for 20 Gms Silver in Winning Edge on 50000 Pinnacle WFP on Logins.You may win 0.5 Gms Gold+15 Gms Silver on 50000 more Pinnacle WFP.Wish you achieve it by Mar 24.T&C Apply,No,No,No
smishing,Play GameBird tournaments  without any subscription charges . Play now: https://bit.ly/signupGBgg.,Yes,No,No
ham,get ready to moan and scream :),No,No,No
spam,Royalmail Express Your package EA774980313UK ship within XX hour 2.99 GBP,No,No,Yes
spam,m booking my ticket  shall i book urs also chk with ur frends today only  seats wont remain for long time,No,No,No
ham,* Am on a train back from northampton so i'm afraid not!,No,No,No
spam,get upto rs cashback on domestic flights pay via icici internet banking use code icicinb tnc book on makemytrip app mdealcotmjkmtemtq,No,No,No
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...,No,No,No
smishing,YONO Account Closed Today Contact now And Update your pan No detail in Below link http://bitly.ws/tweT,Yes,No,No
smishing,hi  check out whatsapp messenger for blackberry  iphone  android and nokia get it now from httpwhatsappcomdl and say goodbye to sms ankit khirwal,No,No,No
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",No,No,No
smishing,CreditScore Change -ALERT New item on your report Verify for free at http://XXXX,Yes,No,No
spam,riwaaz flat  sale super saver  days  jan flat  off on most items rush before stock lasts riwaaz garments tilak nagar info,No,No,No
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,No,No,No
spam,NHS We have identify that you be eligible to apply for a Covid pas Please visit http://application covidpass.com for more information,Yes,No,No
spam,Shop online with a 10% off on Thursday at Naheed.pk with your HBL UnionPay DebitCard. This offer is valid till 01st Dec 2022. For details please visit hbl.com/dd. T&Cs apply.,No,No,No
smishing,enjoy wednesday bazaarbigbazaar buy horlicks standard kg mrp  get select basmati rice kg freeshop for rs  get induction base kadai rs tc,No,No,No
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,No,No,No
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,No,No,No
smishing,dhamaka best offers  rs localpsec st  secsps  days get latest product information dial  toll free ftt,No,No,No
smishing,DEAR S.B.I CUSTOMER YOUR SAVINGS ACCOUNT WILL BE DEACTIVATED ON 12/01/2020 DUE TO INCOMPLETE FULLKYC IN YOUR BANK ACCOUNT .. ACTIVATE YOUR SAVINGS ACCOUNT PLEASE UPDATE YOUR FULLKYC VISITING BELOW THE LINK .. http://docs.google.com/ form d e 1FAIpQLSdbRnB3Zwwh2VZ9U7 40090820u l2VG1Y01VOFvuFe GLZITIA viewform,Yes,No,Yes
spam,book ur flat in bharat city just in   bhk diwali discupto lacno emino rent till posskm frm delhinear dilshad gardencall,No,No,No
ham,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,No,No,No
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",No,No,No
ham,Are you planning to come chennai?,No,No,No
spam,weekend price drop at reliance market  ludhiana  kg onion rs only   kg amira kinki rs only  valid till th apr  tc,No,No,No
smishing,Your order Lenovo Intel core i9 Touch Laptop for 3969.99 success on XXXX-XX-XX at AMZ Order 41R14FTZ If NOT you Please Contact +61 XXXXXXXXXX Than,No,No,No
spam,dear t customer  bigbazaars public holiday sales xclusive offerget rs instant off on shopping of rs use code  valid  may onlytnc,No,No,No
spam,Filthy stories and GIRLS waiting for your,No,No,No
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",No,No,Yes
smishing,ias a COVID XX vaccine spot reserve just for you Please take advantage of this unique opportunity and click this secure link to schedule http://,No,No,No
spam,JOKE. Teacher: Amaka  What do u wanna be in life? Amaka: A successful multi billionaire business woman. Teacher:Akpos  U? Akpos: Amaka's husband,No,No,No
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",No,No,No
smishing,refer the new gen scorpio to your near ones  get assured vouchers worth rs click bitlyxpg or sms rfrscorpio to  team mahindra tc apply,No,No,No
spam,oday is your Due Date for your Tata Indicom Broadband bill for APR. Kindly pay 881.3 to avoid interruption in services.Please ignore if paid,No,No,No
smishing,Your package ca n't be deliver custom fee 4.22 AED have not be pay Follow this link to pay http://aramex-pay.com,Yes,No,No
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",No,No,No
spam,-Eastlink You have not pay the toll in July and will be suspend Please resume as soon as possible http://erxc-vcx.top/,Yes,No,No
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",No,No,No
spam,Loose belly fat in 7days! Send DIET to 38261 to subscribe for daily tips at N10 only.,No,No,No
smishing,PNR XXXXXXXXXX Trn XXXXX Dt XX-XX-XX Frm YNK to KYN Cls 2A P1 RC XX P2 RC XX Final status may change after chart Helpline No Customer Care XXX Security XXX,No,No,No
smishing,Urgent: Your account needs verification. Click here http://XXXXX to avoid suspension,Yes,No,No
smishing,hi pradeep   download new jd app  get a chance to win ipad httpjsdlinapps  estate agents for residential rental rahul estate   rating pimple saudagar also caters  in vishal nagarpimpri chincwad ph   jai ganesh real estate   ratings pimple saudagar also caters  in vishal nagarpimpri chincwad ph   matoshree real estate   ratings new sangavi also caters  in vishal nagarpimpri chincwad ph   ravi properties   ratings new sangavi also caters  in vishal nagarpimpri chincwad ph   tatwasheela home solutions   ratings wakad also caters  in vishal nagarpimpri chincwad ph   someshwar enterprises   ratings pashan also caters  in vishal nagarpimpri chincwad ph   mahalaxmi real estate   ratings wakad also caters  in vishal nagarpimpri chincwad ph    contest tc httpjsdlinmbtc,No,No,No
smishing,"Dear Customer You be winner of FLIPKART Online company You win 1st prize TATA SAFARI and amount rate be Rs 12,80,000 Registration service charge 6,500 on XX-XX-XXXX deposit Contact no -06201135893For more detail Helpline no -XXXXXXXXXXX",No,No,Yes
smishing,Thu May XX 4:38 PM AT T Free Msg Good news AT T Mobile Security be now include in your Call Protect service at no extra cost Download the Mobile Security app today to help protect your device from mobile threat Go to www.att.com/devicesecurity to learn more,Yes,No,No
smishing,ow use Internet on your Airtel mobile! You will be receiving Free Internet settings shortly. Save the settings and enjoy internet,No,No,No
smishing,hi  sri jagdamba invites you for a special preview of new collection of jewellery exclusive offer  discount are applicable on new collection also for free cab pick updrop to store facility  please callwhatapp  valid till th jan  tc apply,No,No,No
smishing,HSBC ALERT Request for NEW payee MR J HARROW have be make on your account If this be NOT do by you visit hs-verify-cancelpayments.com/ login,No,No,No
spam,did you get the mail on the consumer complaint on twitter for the tropicana order placed on peppertap hope you brought it up during your discussion,No,No,No
smishing,Dear Customer Please Complete Your iP `` T Y M Documents expire Today Your Service will Block Within 24hrs Call us no XXXXXXXXXXX immediately.Thank,No,No,No
smishing,Call Goldie Motors on XXXXXXXXXX for Mercedes Benz C Class XXXX USER .22.5 Lakh http://carwale.page.link WAU2 CarWale Call Closed Bonnet on XXXXXXXXXX for Mercedes Benz C Class XXXX Rs.22.75 Lakh http://carwale.page.link/ouqzu CarWale,Yes,No,No
smishing,"Income Tax e filing require Sai Real Estate to click http://bit.ly/2zÃÂ¿Wm5T to submit a formal refund request for the remittance of your overdue approve refund of Rs25,271.09",Yes,No,No
smishing,"Your BOA Unemployment card is having irregular activities. New Login detected. If this wasn't you, follow steps: ee2r.info",No,No,No
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,No,No,No
smishing,ANZ Online OSKO payment of 480.00 to NEW payee VISHAL If this be n't you CANCEL this transaction via http://anz-osko.online,Yes,No,No
spam,airtel club 10: O TIO :  D unbelieving  d vile  murderers  d sexualy immoral  d sorcerers & all liars wil av their part in d lake of fire. dis is d 2nd death,No,No,No
smishing,be our valentine redeem your promo codes on app today your  digit code is mobile nocoupon no download app httpsgooglhtxwn ps we are waiting,No,No,No
spam,hcrc election  results sivakumar a  votes vijayakumar c  votes elected santhosh kumar sp  votes sivasankaran p  votes elected jayaprakash g  votes mohanadasan m  votes elected balachandran a  votes vipin m  votes elected antony vv  votes elected johnson joy  votes,No,No,No
spam,ATTN Your Last Name Has Been Linked To An Unclaimed Benefits as Next of Kin Kindly Email Mr. Jonathan on jonathhaskel2006 USER.com For Claims,No,No,No
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,No,No,Yes
smishing,meet the representative from one of the top  university in the uk durham university  to get spot offers  scholarship  contact,No,No,No
smishing,special offer for yourc  all loc tt pm  other pm  daysdial to rchg for my best offer dial,No,No,No
ham,Fine if thats the way u feel. Thats the way its gota b,No,No,No
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm ... I love you too, my Lion ... *devouring kiss from across the sea*",No,No,No
smishing,[navyfederal-EAlert]: Due to unusual activities we have temporary locked Your DEBIT CARD.Confirm your details at https://nfcu01b-sign00.gipsitv.org Tap and hold to pin,Yes,No,No
spam,pm presses for balanced fertilizer usepractice rain harvesting to conserve water for profitable farming  greets on vikram samvat new year commencing next month,No,No,No
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,No,No,No
smishing,Congratulations Your application for Covid XX Distress Allowance R350.00 be successful Your NSFAS agreement be automatically terminate Ref No XXXXXXXXX,No,No,No
ham,"Yo my trip got postponed, you still stocked up?",No,No,No
spam,save more with big bazaars monthly bachat bazaar till  dec  get rs  off on red label  kg tea  earn  payback points till  jan  rush now  tnc,No,No,No
spam,happy birthday get flat  off extra in ur bday month at brand factory  also earn payback points show code  valid till  apr  tnc,No,No,No
spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,Yes,No,No
spam,Your parcel from ... be come today between 10:01am-12:01pm If nobody 's home we 'll look for a safe place to leave it More info http://mypo.st /mS5EUFFGghs,Yes,No,No
ham,Wat makes some people dearer is not just bcoz of the  happiness dat u feel when u meet them but bcoz of the pain u feel when u miss dem!!!,No,No,No
spam,We have notice that your identification have expire please upload your new identification at myrevolut.help-xx.com,No,No,No
smishing,Your subscription has expired. To verify your account and purchase a lifetime subscription for just 0.99 GBP simply tap on this link  Tap to Load Preview http://,No,No,No
spam,celebrate the joy of gudi padwa with the planet fashion festive collection avail  off on purchase of rs and  off on rs  planet fashion  aundh ph  valid till  apriltc,No,No,No
spam,js earn  per month by investing rs lacs in retail shops bang on mtr road sector  gurgaon next to dlf garden city ct   qz,No,No,No
spam,You 've get a new voic email from our insurance compa ny dwayneeddings.com/xt-k/,No,No,No
smishing,hurry buy semifurnished bhkl bhkl sec noida  near metro stn bookiing amtk inr possession  months bankk loan avail,No,No,No
spam,Reminder Passports for under-16s be valid for 5yrs and passport for adult be valid for 10yrs Renew online today http://www.gov.uk/renew-my passport,Yes,No,No
smishing,you can now claim free mb night data more on the wynk movies app open the app get your free data  enjoy blockbuster movies movieswynkinget,No,No,No
smishing,weekend grocery supersale save big upto rs yesextra off use code sms free delivery dont spoil ur weekend shop now wwwaskmegrocerycom tc apply,No,No,No
spam,Last Few Days of Eid Sale! Grab Upto 50% OFF on Entire Collection! In Stores & Online! Shop Now: http://bit.ly/3ahscZF,Yes,No,No
spam,last few hours left get  off at koovscom on everything shop women httpgoogllnov  shop men httpgooglwcqxxw,No,No,No
spam,freecharger   get upto rs cashback on min transaction of rs or more use code ru  linked to afranoorainyahoocoin  valid twice till th mar not valid for airtel users transact now frchinfc,No,No,No
smishing,nikon photography workshop nikon india and subhash photos  kolhapur arranged one day basic workshop for all  dslr users in kolhapur date rd april  time  to   fees rs  per person  limited for only  place hotel atriya book ur seat now contact,No,No,No
smishing,order delivered we have now delivered your deltakart tempered glass for pan we hope you are happy with the product download invoice and manage your order on the snapdeal app at httpsnpdlinioycne,No,No,No
smishing,U.S. Bank U.S. Bank be undergo a server upgrade Follow this link http://u.to/10HuEg to update your account to avoid account limitation,Yes,No,No
smishing,Asia 's large online casino in Thailand Baccarat Football Electronic Live Games Click on the link to download the experience www 3334.com,No,No,No
ham,I had askd u a question some hours before. Reply to that,No,No,No
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO,No,No,No
spam,friday offer talktime hi talktime  rs  talktime din  rs  talktime din  rc locstd sec din  jaldi recharge karein,No,No,No
smishing,grab the year end special offers available for your number  avail the best offers made for you dial toll free to activate now,No,No,No
spam,weekend deal at india circus  off on our popular steel tumblers offer valid till th april only hurry shop now httpgooglnbnli,No,No,No
spam,XXX freebie from Costco that 's our Covid XX stimulus package for all loyal Costco member aber.info/ 7KsQlgh2Lo fill in customer survey in return please,No,No,No
smishing,you have been awarded mb bonus data valid till  to check balance dial,No,No,No
smishing,name travel venkat  no  sub wil be to kindly pay for the  tickets booked at the earliest cc to lsmurty ravi and sports secy,No,No,No
spam,thank you for shopping with fabindia you can now also buy online at wwwfabindiacom prefestive collection of garments  accessories now in stores,No,No,No
smishing,"Dayo invited you to Facebook. Learn more: http://fb.com/l/1MxiEdvpico4Ptm . Reply ""stop"" to stop getting Facebook texts",Yes,No,No
ham,I will be gentle baby! Soon you will be taking all ..,No,No,No
spam,ola as india takes on bangladesh  get  off on your next ola cab ride in chennai between pm  am on march  with code twenty tc bitlyseztf,No,No,No
spam,great savings this may  more megastore hyderabad sonamasoori rice kgatta kgsugar kgfreedom oil ltr rs offer valid till th maytc,No,No,No
smishing,jitenderassmanager sales  sumanglam dairy farm  solutions indiapvtltddfsi   site  industrial area sahibabadghaziabad up  contact     wwwdfsindiacom wwwdfsindiain email jitenderdfsigmailcom,No,No,No
smishing,The Start of the EPL! Get Arsenal FC news & goal alerts as it happens.Text ARS to 38400 service cost N50/5days.,No,No,No
ham,I called and said all to him:)then he have to choose this future.,No,No,No
smishing,Lahore Smart City Old files sale & purchase Contact 03359499979,No,No,Yes
smishing,ruchis  hey   i just downloaded whatsapp messenger on my android  it is a smartphone messenger which replaces sms this app even lets me send pictures  video and other multimedia  whatsapp messenger is available for android  iphone  nokia  windows phone and blackberry and there is no pin or username to remember  it works just like sms and uses your internet data plan  get it now from httpswwwwhatsappcomdownload and say goodbye to sms      sent free from hike reply at standard sms rates    download hike at httphikein to chat for free,No,No,No
spam,have a merry ride with flat  off on all taxiforsure rides in delhi  ncr use code off on the taxiforsure app offer valid till th dec tca,No,No,No
spam,PM Narendra Modi will interact with student at ParikshaPeCharcha2020 on Jan XX Watch live from 11:00 be on DD National at http://www.youtube.com/narendramodi,Yes,No,No
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,No,No,No
spam,"SUMMER CLEARANCE SALE! Enjoy UP TO 40% OFF with a wide range of Shirts, Polos, Chinos, Kurta Shalwar & much more! Visit now or shop online. thecambridgeshop.com",No,No,No
smishing,Dear SBI user your SBI YONO Account will be block today Please click here on the link to update your PAN CARD detail Thank you https //bit.ly/3rGlxRu,No,No,No
ham,No need to ke qi... Ü too bored izzit y suddenly thk of this...,No,No,No
smishing,special offer for yours me paye  minutes local onnetvvval  dinrecharge karne ke liye dial  or visit retailerfor new offers dial,No,No,No
spam,the body spa massage  rs oly ladies therapist spc room card pay  off adddange chowk near maharaja hotel lane thergaon tel pimpri,No,No,No
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?!,No,No,No
spam,OMG MyGlamm 's My Beauty Festival be BACK Get FLAT Rs.700/- OFF on a spend of Rs.899/- use code MBF700-shop now weurl.co/Higgrr,No,No,No
smishing,have expire To continue enjoy unlimited call data benefit recharge with an unlimited pack now XXX- Get UL call 1.5GB d data for XX day Recharge at near retailer or recharge online u.airtel.in/Rcg2,No,No,No
ham,I am sorry...I am not having her number sir,No,No,No
spam,dear customer  top  spenders on icici bank debit card will get cashback of rs on a min purchase of rs offer till novdtls at jmpcardoff tnc,No,No,No
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,No,No,No
ham,"Yeah, give me a call if you've got a minute",No,No,No
spam,enjoy full body massage by young trained beautiful girls in luxury ac rooms  just  only at aurrum spa preet vihar ph m,No,No,No
ham,I only haf msn. It's yijue@hotmail.com,No,Yes,No
smishing,dear customer as a welcome offer spend  times on your hdfc bank credit card for rs or more and get  cashback on fuel restaurants supermarketstc,No,No,No
smishing,We already have all the data and locations of you and each of your family members if you do not solve this problem and pay your fine in a good way your family will have to take responsibility for all this and your family members will have to pay a fine for each of them,No,No,No
smishing,have be a login attempt from a new device If this be NOT you please follow the step here OC-CarOCBC Please allow X-X hour for PAYEE MR C JONES to be successfully add If this be NOT you please verify bc.com,No,No,No
smishing,"Lehsuni Murgh masala is a simple chicken curry with a strong aroma of garlic! For ingredients, tap the free video link: http://l.jazzmobilemag.pk/0WBo1v7/2d60",Yes,No,No
ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",No,No,No
spam,dear hdfcbank creditcard holder get upto rs cashback on domflights upto rs off on international flights on wwwyatracom code yahdfcvaliddectc,No,No,No
smishing,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,Yes,No,No
spam,enjoy flat  off on your first order use code app coords  skirts  tops and much more shop now on stalkbuylove app mdealcotmjqndcmde,No,No,No
ham,I've got it down to a tea. not sure which flavour,No,No,No
spam,Your plan Smallie.is going to be renewed. Please send CANCEL if you do not want this to happen,No,No,No
smishing,Discover incredible surround sound with the LG Home Theatre 357 at an unbeatable price of N14 995! Buy on JUMIA http://bit.ly/1kCoPIJ or call 07006000000 now!,Yes,No,Yes
ham,* Thought I didn't see you.,No,No,No
ham,I'm awake oh. What's up.,No,No,No
smishing,Dear customer Your SIM document have be Expired.Please contact customer care XXXXXXXXXXX immediately Your S I M will be block within 24hrs,No,No,No
smishing,now experience tvon mobile bsnl offers you free mobiletv recharge with rs and enjoy free tv channels   gb reliable data with  days validity,No,No,No
smishing,Book your land at kashmir Laal chowk Rd from 11.25 Lacs with GST KASHMIR XXX remove Limited Stock For more detail call on XXXXXXXXXX,No,No,No
spam,dear rashmi   thank you for redeeming  payback points using your payback card ending with  at big bazaar on   in case of unsuccessful transaction your payback points redeemed will be refunded in  days,No,No,No
ham,Yeah that's the impression I got,No,No,No
spam,Estimated Delivery X X day The order be in the process of preparation for shipment and your confirmation be need http://XXXXX,Yes,No,No
spam,dear customer  extra rs off on galaxy grand max only for you use coupon code gmax hurry  offer valid till sep httpresuiodbcqqkvakc tc apply,No,No,No
smishing,Recharge for Delhi Metro Card Number XXXXXXXX for Rs.200 failed.Rs.200 have be refund to your Paytm Account,No,No,No
ham,Hope you are having a good week. Just checking in,No,No,No
ham,K.k.how is your business now?,No,No,No
smishing,29/05/18 10:21 AM Dear customer your KOTAK VISA Debit Card point worth Rs XXXX expire by 29/05/2018 Kindly convert your point in cash by click here http://kotakreward.com/,Yes,No,No
smishing,Valentines Day Special! Win over Ã¥Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,No,No,Yes
spam,friday night just got better  with flat  off on top styles shop now httpmsgmnjmdrafaenzad,No,No,No
spam,MORE VALUE WITH EXTENDED VALIDITY ON RC55! Get Rs65 TT + all loc/Std calls @ 1p/Sec on Recharge of Rs55  Valid for 10 days.Stay connected with AIRCEL,No,No,No
smishing,Y'ello! Your data balance is 2.18MB  Expires: 11/Aug/2014 17:59. Your subscription will be auto renewed and all unused data rolled over after renewal.,No,No,No
ham,Goin to workout lor... Muz lose e fats...,No,No,No
spam,Tam Mrs Muna I want to transfer My Fund for Charity to help Poor Less privilege in your country India through Your Help Detail cont EMAIL,No,No,No
spam,dearcustomer get  off on domflights musafir httpbitlyivijwk till oct with hdfcbankcreditcardscode musahdfcmaxrstc httpbitlyjsfjfh,No,No,No
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,No,No,No
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",No,No,No
ham,5 nights...We nt staying at port step liao...Too ex,No,No,No
smishing,hi your word power made easy paperback  has been delivered thank you for shopping at snapdeal download app for more offers httpbitlyhwq,No,No,No
spam,upto rs  cashback on holidays and other exciting offers on makemytrip app with your axis bank cards promocode appfest offer till th feb tcs apply,No,No,No
smishing,We are extremely sorry for the issue related to the EMI payment of the order. We want to sort this out for you. Please reach us here via DM to keep your details safe.,No,No,No
ham,Didn't you get hep b immunisation in nigeria.,No,No,No
spam,unbelievable supernet offerenjoy  extra datarsgb gg for days instead of gboffer valid only today from  retailer rchge onlyrchrge now,No,No,No
ham,How do you plan to manage that,No,No,No
spam,idea g special offer  gb data   rs  gb data   rs  gb data   rs  validity for all the products  days limited period offer,No,No,No
smishing,XXX advisor qualify for Air cooler reward Take home ur air cooler just do 35K WNBRP Limited day offer end on 10th June Wait Mat Karna Late mat Karna Regards Team RR,No,No,No
spam,relianceone exclusive get rs off on whisper ultra s mrp our price at reliancefresh super  mart offer valid till maytc,No,No,No
ham,do u think that any girl will propose u today by seing ur bloody funky  face..........................,No,No,No
smishing,CONGRATS YOUR WHATS-APP NO WON XXXXXX USD IN THE WHATSAPP DRAW GLOBAL XXXX FOR CLAIMS SEND YOUR NAME ADD MOB,No,No,No
spam,rs recharge successfulenjoy all local calls at p per min valid for  daysreliance,No,No,No
smishing,(Security Warning-p880-Contact our 24/7 Support: 8557961050 #) EBT-Card is currently Frozen! MessagelD for 7608036558!,No,No,Yes
spam,Always face challenges confidently thinking- If I cant  who can ? But after winning  be humble enough to say If I can  who cant.,No,No,No
spam,just pay rs  for our services   get haryana govt affordable scheme bhk flat total cost of flat is only rs lacs at sec  faridabad,No,No,No
smishing,"Oakley Sunglasses $21, two days sale link: http://  tinyurl.com/kz9mbsq",No,No,No
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,No,No,No
smishing,"INR 55,000 be credit to you A C NO.XXXX8052 on XX FEB XXXX through NEFT N563X2 Check your balance http://f3sr.com/6D7UTOi 1qr",Yes,No,No
spam,republic day offer flat  off on the best of jeans  shirts  tshirts klounge new sindhi colony  taloda road  nandurbar ph  tc vat apply,No,No,No
spam,special onlineidea app offer  rsrs talktime  rsrs talktime,No,No,No
spam,enjoy cricket sunday with pizza huts yummy pizzas  get rs  off on bill of  walkincall order wwwpizzahutcoin cdphetc,No,No,No
smishing,CliveUAP Make Australia Great Fast train for Melbourne X hour to CBD from up to 300kms away Vote X United Australia Party Clive Palmer Auth http://bit ..... Slide to open,Yes,No,No
spam,We 've get your rent cover for a year Join the XtraWins challenge now transact 2x daily this week to qualify via XXX or Access More app T Cs apply.We 've get your rent cover for a year Join the XtraWins challenge now transact 2x daily this week to qualify via XXX or Access More app T Cs apply,No,No,No
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,No,No,Yes
spam,ot analysis in the sales  fleet supervisor transportation supervisor sal sr  m     email id salestravelpointhrcom,No,No,No
smishing,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a ??2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,No,No,Yes
smishing,psstyou have been chosen get rs cashback on dthshopping worth rs  more promocode mpoffer expiring soon click httpbitlynqn  tc apply,No,No,No
ham,Are you this much buzy AS YOU SHOW,No,No,No
smishing,RMO unifi Mobile Hurry New Huawei P20 or Honor XX be up for grab Contest end XX Nov XX Visit i.unifi.my/mobPost TMpoint call XXX press X .T C apply X 15:47 RMO unifi Mobile Hurry New Huawei P20 or Honor XX be up for grab Contest end XX Nov XX Visit i.unifi.my/mobPost TMpoint call XXX press4 .T C apply X 16:25,No,No,No
smishing,you be eligible for a tax refund of 274.17 GBP Click here to begin http://hmrc.uk.tax-site.com,Yes,No,No
ham,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,No,No,No
smishing,Todays Voda numbers ending with 7634 are selected to receive a Ã¥Â£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,No,No,Yes
smishing,rs   winning amount on your ticketgoose ticket and you also get to own a t cricket team buy players  sell player  train players  even fire players play league matches  challenge matches  grow fans  build stadiums  and go on to build a successful franchisee you get  free t cricket matches for your current ticketgoose pnr prizes on your team winning and even on losing respectably three ticketgoose customers qualify for daily bumper prizes worth rs  each wonder how as a ticketgoose customer click httphitwicketcomtgpnrtgkmlnze to own your own t cricket team  and start winning tc apply,No,No,No
spam,buy  medium  pizza get  freecall or walk in  pizzahut golghar  gorakhpur    valid for today only tc,No,No,No
ham,Yes princess! I want to please you every night. Your wish is my command...,No,No,No
smishing,"Make the best restaurant style Paneer Kofta in delicious and creamy gravy! For recipe, click this free video link: http://l.jazzmobilemag.pk/QkaNvSx/2c6d",Yes,No,No
smishing,dear customer  get  off on domestic flights    off on international flights at musafircom by using icici bank credit card details at bitlywrklt tnc,No,No,No
smishing,"WIN: We have a winner! Mr. T. Tilo won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",Yes,No,No
smishing,It's Nicole again Office: 18665841391 It appears you may be eligible for compensation on your Injury. Can you give me a quick call please? - STOP to STOP,No,No,Yes
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,No,No,No
spam,hudas affordable housing project solera  sec  dwarka eway  bhk lacs  bhk lacs onwards construction full swing few unitscall,No,No,No
spam,weekend deal everything at rs          only for dinner on friday  saturday and  sunday order now from holachefcom,No,No,No
smishing,free wynk plus subscription worth rs for  days with your g rc download wynk music app to enjoy all your fav music to get wynk click http get wynk in,No,No,No
ham,No problem baby. Is this is a good time to talk? I called and left a message.,No,No,No
smishing,unlimited vodafone calling packrs unlimited vodafone calling upto  mins dinrecharge kare ya download kare free vodafone app wwwvodafoneinmvvf,No,No,No
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",No,No,No
smishing,BAJAJ FINSERV DIRECT LIMITED have request payment of INR 499.00 You can pay through this link http://rzp.io/i /Nkv2PvwKs9 Razorpay,Yes,No,No
smishing,Suspicious credit card activity be note Please confirm your personal data otherwise we will be force to block it http://security manager stgeorge.com/cgi 8:55 AM,Yes,No,No
spam,Its a good idea to leave your problems to God  but dont complain if they dont get resolved. For u know  its only YOU who can solve them.,No,No,No
spam,levis exclusive for you last  days only get flat  off on levis merchandise till st january only rush to your nearest levis store today tc,No,No,No
smishing,no more fasting  aaj toh kfc banta hai order super spc each of hot  crispy  hot wings boneless strips call  tc apply,No,No,No
